Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
KPNO-Tau 2,,J04185115+2814332,64.71333333333334,28.2425,140.0,,M7,21.38,,,,,13.93,13.24,12.75,,,,,,,,,,,,,64.71313487104,28.24258260798,0.0043415,0.0025109,66.83,164495323291866624,64.71317766039,0.1876,28.24247288211,0.0969,7.7671,0.2164,35.8978,26.105,8.481,0.253,-24.688,0.18,417,-0.4165,528.33,0.537,2.395,31,,,16,0.985,false,922.792,1.58214,18.274607,64.7349,8.66939,20.810696,1581.61,16.750143,1.784,4.060553,,,0,,,141890647131291544,1237660554913185974,,592040628,0.003325,0.14543,0.00779,18.274607,0.003325,922.792,0.156,4.1117,2.8718,0.3843,0.696129
CFHT-Tau 7 B,x,J04321786+2422149,68.07458333333334,24.370833333333334,142.0,3,M7,,,,,,,,,,,,,,,63.0,32.0,710.0,,,,68.07446492021,24.37080573027,0.0015483,0.0011138,69.63,147799209159857280,68.07449836549,0.0785,24.37070879642,0.0472,7.9047,0.0836,94.5103,22.862,6.855,0.092,-21.81,0.073,266,4.7318,977.11,0.502,24.89,31,,,16,1.213,false,9722.57,7.96083,15.717915,520.641,17.6084,18.547197,15860.8,14.247084,1.685,4.300114,,,0,,,137240680744735373,1237660758925246473,,572040936,0.002895,0.036826,0.00443,15.717915,0.002895,9722.57,0.023,1.5024,1.1751,0.2138,0.400816
ISO-Oph 164,,J16273863-2438391,246.91083333333333,-24.644166666666667,125.0,?,M7,,,,,17.4,13.27,11.93,11.08,,,,,,,,,,1999.0,,,246.91095666405,-24.64422634502,0.0086404,0.0057509,113.72,6049095784377084800,246.91091642068,0.37,-24.64434045235,0.2334,7.1591,0.39,18.3582,26.961,-8.23,0.519,-25.674,0.401,372,2.708,530.08,1.599,4.245,95,1.1213,0.069,16,1.101,false,381.023,1.54919,19.23499,33.7517,6.72385,21.517803,774.293,17.525633,2.121,3.99217,,,0,,,78422469109557250,,,,0.005204,0.216313,0.015981,19.209399,0.005117,390.111,0.502,8.2418,6.309,-0.2945,0.457175
GG Tau Bb,x,J04323034+1731406,68.12625,17.525277777777777,,,M7,17.0,,,,,,,,,,,,,,42.0,210.0,,1999.0,,,68.12615288239,17.52512494695,8.55E-4,5.61E-4,87.85,3314132593936245248,68.1262143092,0.0364,17.52503400914,0.0221,6.8737,0.0405,169.928,24.338,13.18,0.054,-20.461,0.036,416,3.1204,976.49,0.246,15.7,31,,,18,1.11,false,19947.2,18.9349,14.937664,1837.99,21.4987,17.177685,32085.5,13.482122,1.701,3.695562,,,0,,,129030681261540568,,,538029012,0.002942,0.013003,0.008073,14.937664,0.002942,19947.2,0.12,0.8546,0.5616,0.0325,0.643322
GG Tau Bb,x,J04323034+1731406,68.12625,17.525277777777777,,,M7,17.0,,,,,,,,,,,,,,42.0,210.0,,1999.0,,,68.12645256008,17.52483592995,0.0040673,0.001878,59.95,3314132593934981248,68.12651233759,0.145,17.52474741308,0.0912,6.752,0.1515,44.5815,23.689,12.826,0.228,-19.916,0.165,320,-0.1911,726.78,0.689,14.37,95,1.1026,0.0236,13,0.991,false,2705.71,6.43983,17.106665,,,,,,,,,,0,,,,,,,0.003778,,,17.106665,0.003778,2705.71,,3.6441,2.6058,0.5941,1.736005
GJ 3629 B,x,J10512059+3607255,162.83583333333334,36.12388888888889,22.0,3,M7,,,,,,12.32,11.77,11.44,11.39,,,,,,46.0,4.4,17.0,2012.0,,,162.83574052802,36.12373917865,7.53E-4,5.503E-4,128.44,774690093062727040,162.83469838587,0.0292,36.12347658996,0.0354,29.9553,0.0472,634.1095,198.403,-189.402,0.043,-59.083,0.04,290,21.8322,3104.72,0.322,114.2,31,,,18,2.041,false,234389.0,203.201,12.262525,45201.7,159.353,13.700656,293299.0,11.079618,1.444,2.621038,,,0,,,151341628346088668,1237664819817283607,,631185136,0.002912,0.004737,0.004263,12.262525,0.002912,234389.0,0.02,0.6818,0.6363,-0.2966,0.602746
IPMBD 25 A,x,J03462608+2405096,56.60875,24.08611111111111,136.2,1.2,M7,,,,,17.82,15.19,14.61,14.16,,,,,,,66.0,,,,,,56.60869497706,24.08601152112,0.0106411,0.0077718,78.28,65224889481112832,56.60879577279,0.4625,24.08581219632,0.3901,7.5721,0.6295,12.029,49.397,20.704,0.658,-44.848,0.508,244,5.8747,476.22,2.379,8.634,95,1.059,0.1169,15,1.279,false,319.841,1.79829,19.425034,40.7817,8.19891,21.312378,605.641,17.792358,2.021,3.52002,,,0,,,136900566087503585,,,571028727,0.006698,0.218298,0.034571,19.399443,0.006568,327.469,0.465,10.5382,7.9108,0.1261,0.401548
CFHT-Tau 13,,J04312669+2703188,67.86125,27.05527777777778,160.0,12,M7,,,,,17.9,14.83,13.97,13.45,,,,,2970,,54.0,,,,,,67.86121715783,27.05522198633,0.0097029,0.0070951,64.21,151787064819255936,67.86127730824,0.4728,27.05513659049,0.3004,6.6149,0.5207,12.705,22.682,12.053,0.574,-19.214,0.477,280,5.769,463.7,2.174,5.734,95,1.2704,0.0997,15,1.255,false,247.926,1.09288,19.701563,28.9925,5.03615,21.682827,453.365,18.106775,1.946,3.576052,,,0,,,140460678612576779,,,,0.005522,0.188618,0.028672,19.675972,0.005426,253.839,0.382,9.2658,7.6571,0.2418,0.226776
2MASS J15043465-5500045,,J15043465-5500045,226.14458333333334,-55.00138888888889,61.94,2.68,M7,,,,,,14.65,13.98,13.52,,,,,,,,,,2012.0,UNCON,,226.14438076766,-55.0012929692,0.0033839,0.0027501,136.33,5887426687050281344,226.14414824147,0.1422,-55.00142382724,0.149,8.9876,0.2104,42.7216,42.04,-30.008,0.191,-29.443,0.198,337,-0.4971,411.21,0.725,2.586,95,1.128,0.0425,19,0.98,false,636.193,1.69458,18.678394,33.1004,4.95369,21.538961,1075.5,17.168867,1.743,4.370094,,,0,,,,,348630460,,0.003994,0.162512,0.009707,18.652803,0.003946,651.367,0.071,3.0687,3.0979,-0.2043,0.542384
2MASS J16391688-3444528,,J16391688-3444528,249.82041666666666,-34.74805555555556,37.9,1.16,M7,,,,,,13.67,13.01,12.58,,,,,,,,,,2012.0,UNCON,,249.82033616337,-34.74801407797,0.0034018,0.0024862,101.79,6020852487465765248,249.82044337929,0.1498,-34.74826815586,0.1035,26.3853,0.1782,148.0278,60.506,19.822,0.211,-57.168,0.158,263,-1.2315,459.15,0.789,6.859,95,1.0295,0.0335,15,0.945,false,1201.46,2.46022,17.98809,51.8752,6.15466,21.051142,2148.72,16.417446,1.832,4.633696,,,0,,,,,142096735,,0.00354,0.128846,0.005477,17.962499,0.003508,1230.12,0.123,3.3686,2.531,-0.1264,0.281072
2MASS J16445570-2618333,,J16445570-2618333,251.23208333333332,-26.309166666666666,,,M7,,,,,,13.5,12.77,12.35,,,,,,,,,,2012.0,UNCON,,251.23214462907,-26.30927175448,0.0041778,0.0028417,89.76,6046235336156438528,251.23197574704,0.2055,-26.31052262484,0.0863,22.1049,0.2405,91.9105,283.5,-34.062,0.261,-281.446,0.176,451,6.3315,1705.56,1.309,33.75,95,1.01,0.033,17,1.219,false,1566.19,2.11207,17.700256,64.629,5.89381,20.812475,2693.42,16.172134,1.761,4.640341,,,0,,,76422512320358302,,149312573,,0.00312,0.099053,0.004741,17.674665,0.003104,1603.54,0.051,4.1778,2.8417,0.0033,0.426908
2MASS J12561816-7641340,,J12561816-7641340,194.07583333333332,-76.69277777777778,85.66,11.47,M7,,,,,,15.48,14.54,14.09,,,,,,,,,,2012.0,UNCON,,194.07560170889,-76.69283163227,0.0057394,0.0047919,47.1,5789159106586137600,194.07450227392,0.2724,-76.69277755616,0.2471,3.2471,0.2896,11.2113,58.224,-56.938,0.324,12.168,0.324,366,-1.141,399.83,0.0,4.237E-15,95,0.9479,0.0769,26,0.957,false,266.723,0.856428,19.622217,46.9832,7.5247,21.158686,417.556,18.196108,1.742,2.962578,,,0,,,,,407115573,,0.004444,0.173911,0.017329,19.597144,0.004381,272.954,0.266,5.3213,5.2523,0.178,0.272809
FU Tau A,x,J04233539+2503026,65.8975,25.050833333333333,140.0,,M7,,17.0,15.6,14.8,13.58,10.78,9.95,9.32,9.32,,,,2838,,52.0,,,,,,65.89746340108,25.05076264505,0.0014906,9.073E-4,81.65,149629483705467008,65.89749725526,0.0657,25.05066819065,0.0343,7.8354,0.0754,103.9835,22.345,6.901,0.091,-21.252,0.058,441,4.4124,2092.25,0.482,49.09,31,,,15,1.152,false,15427.3,29.5973,15.216642,836.007,10.6346,18.033018,25814.2,13.718248,1.727,4.31477,,,0,,,138060658975051370,1237660750870872136,,576039302,0.003454,0.01409,0.007237,15.216642,0.003454,15427.3,0.064,1.4807,0.9234,0.147,0.281081
2MASS J16505873-2340002,,J16505873-2340002,252.74458333333334,-23.666666666666668,,,M7,,,19.96,,18.13,15.0,14.34,13.8,,,,,,,,,,2012.0,UNCON,,252.74469623111,-23.66667900595,0.0084425,0.00514,79.9,4125590312882594304,252.74466521718,0.382,-23.66686046005,0.1767,7.0396,0.3779,18.6259,41.324,-6.391,0.513,-40.827,0.325,386,-0.0205,448.7,0.841,1.291,95,1.0941,0.0681,16,0.998,false,298.125,0.928306,19.50137,51.079,7.38174,21.067936,792.845,17.499924,2.831,3.568012,,,0,,,79602527446890009,,172415792,,0.004361,0.156931,0.011645,19.475779,0.004301,305.236,1.268,8.3605,5.2724,0.1756,0.374891
2MASS J16505873-2340002,,J16505873-2340002,252.74458333333334,-23.666666666666668,,,M7,,,19.96,,18.13,15.0,14.34,13.8,,,,,,,,,,2012.0,UNCON,,252.74471794019,-23.66687699722,0.0146595,0.0071344,72.87,4125590317177349888,252.74470109571,0.6693,-23.66705680025,0.2651,6.3707,0.6213,10.2537,40.604,-3.471,0.877,-40.456,0.499,342,0.1277,399.97,1.152,1.278,95,0.949,0.1035,13,1.004,false,208.275,0.936439,19.890776,,,,,,,,,,0,,,,,172415792,,0.005606,,,19.890776,0.005606,208.275,,14.1662,8.0697,0.4037,0.877679
2MASS J07522390+1612157,,J07522390+1612157,118.09958333333333,16.204444444444444,18.39,0.34,M7,,16.13,,13.76,,10.88,10.2,9.85,,9.61,9.45,9.26,2731,2.01,68.0,,,,,,118.09968764094,16.20415498171,9.091E-4,4.702E-4,95.83,666988221840703232,118.10053540514,0.0446,16.2025981065,0.0293,52.963,0.052,1018.8923,395.296,183.169,0.056,-350.297,0.031,425,4.3581,1639.46,0.299,29.58,31,,,15,1.153,false,23649.9,19.9742,14.752794,1758.39,19.9116,17.225756,36925.5,13.32958,1.636,3.896175,,,0,,,127441181002274337,1237664874040197243,,532144710,0.002904,0.012607,0.004312,14.752794,0.002904,23649.9,0.029,0.9057,0.4768,-0.1416,1.10269
2MASS J06482289-2916280,,J06482289-2916280,102.09541666666667,-29.274444444444445,49.59,2.93,M7,,,,,,14.32,13.69,13.23,,,,,,,,,,2012.0,UNCON,,102.09538159001,-29.27444392524,0.0036226,0.0032077,18.17,5608624554347193088,102.09516218273,0.1425,-29.27426816235,0.1721,16.2066,0.2071,78.2382,58.466,-43.062,0.204,39.547,0.222,450,5.2642,733.31,1.293,7.228,95,1.1716,0.0455,29,1.181,false,514.36,1.08571,18.909199,41.4893,7.14996,21.293701,935.371,17.320435,1.899,3.973267,,,0,,,72871020952501074,,33010148,,0.003584,0.187129,0.009995,18.883608,0.00355,526.628,0.283,3.2503,3.5844,0.0721,0.110165
2MASS J13054198-5928351,,J13054198-5928351,196.425,-59.47638888888889,,,M7,,,,,19.54,15.38,14.54,14.09,,,,,,,,,,2012.0,UNCON,,196.42496078133,-59.47643013319,0.0123885,0.0080021,18.7,6056186290057983232,196.4246819273,0.4253,-59.4765001374,0.4794,8.4868,0.6979,12.1612,35.546,-31.866,0.529,-15.751,0.744,461,6.697,767.04,3.166,7.624,95,0.9605,0.1262,24,1.229,false,146.5,0.606482,20.27277,19.5695,3.89928,22.109594,269.398,18.671907,1.972,3.437687,,,0,,,,,334579766,,0.005272,0.216354,0.017558,20.247179,0.005183,149.994,0.428,8.5573,12.0117,0.2642,0.164888
2MASS J06465202-3244011,,J06465202-3244011,101.71666666666667,-32.73361111111111,72.79,2.91,M7,,,20.06,,17.89,15.03,14.35,13.85,,,,,,,,,,2012.0,UNCON,,101.71676381656,-32.73373625402,0.0057879,0.0043819,18.3,5583143097489443200,101.71713856061,0.2083,-32.73503735851,0.2525,13.5654,0.2748,49.3642,301.218,70.927,0.283,-292.748,0.348,384,1.4194,532.33,1.43,4.33,95,0.9354,0.0725,26,1.051,false,313.157,1.37087,19.447964,27.4911,4.49879,21.74056,537.213,17.92253,1.803,3.818031,,,0,,,68711017171388279,,32358129,,0.005494,0.177697,0.015647,19.422373,0.005398,320.625,0.207,4.54,5.6648,0.1658,0.538067
2MASS J16533670-3855165,,J16533670-3855165,253.40291666666667,-38.921388888888885,44.81,3.28,M7,,,,,,13.98,13.28,12.84,,,,,,,,,,2012.0,UNCON,,253.40287247812,-38.92126311018,0.0030907,0.0024055,89.2,5970440708270255872,253.40162796897,0.1521,-38.92194304455,0.0882,20.2037,0.1651,122.3742,266.204,-217.854,0.19,-152.984,0.148,431,0.7207,663.15,0.721,5.741,95,1.1166,0.0273,19,1.024,false,1097.62,1.6182,18.086237,48.2323,4.2781,21.130198,1845.33,16.582712,1.725,4.547485,,,0,,,,,127825620,,0.003187,0.096343,0.00567,18.060646,0.003168,1123.8,0.028,3.0906,2.4056,0.0071,0.469413
2MASS J11192624-4815167,,J11192624-4815167,169.85916666666665,-48.25472222222222,71.9,5.31,M7,,,,,18.55,15.06,14.4,13.93,,,,,,,,,,2012.0,UNCON,,169.85937313591,-48.25464032882,0.0047457,0.0043614,62.78,5374114220387381632,169.85910783558,0.2201,-48.25450766606,0.2152,16.42,0.3224,50.9241,49.705,-39.745,0.288,29.849,0.277,517,3.0743,744.1,1.648,5.895,95,1.0481,0.0615,25,1.097,false,293.305,0.723606,19.51907,27.9897,4.05519,21.721045,529.416,17.938402,1.9,3.782642,,,0,,,,,410184216,,0.003843,0.157328,0.010867,19.493479,0.0038,300.3,0.308,4.6679,4.4445,0.0686,0.576056
2MASS J16532340-6424077,,J16532340-6424077,253.3475,-64.40222222222222,,,M7,,,,,18.2,15.35,14.61,14.11,,,,,,,,,,2012.0,UNCON,,253.347571109,-64.40215681896,0.0190064,0.0159768,177.28,5817556124676452224,253.34720536054,0.889,-64.40240764816,0.9381,10.0376,1.4832,6.7674,66.703,-35.555,1.002,-56.436,1.188,558,39.6947,3363.55,9.427,85.15,95,1.4841,0.2147,20,2.407,false,139.415,1.70406,20.326595,31.535,3.65504,21.59156,350.538,18.386057,2.741,3.205504,,,0,,,,,400600618,,0.013554,0.125873,0.01826,20.301004,0.013251,142.74,1.229,15.9843,19.0001,-0.0166,0.260135
2MASS J15515922-4051571,,J15515922-4051571,237.99666666666667,-40.865833333333335,,,M7,,,,,18.38,15.45,14.79,14.36,,,,,,,,,,2012.0,UNCON,,237.99663235569,-40.86599436782,0.0050319,0.0027873,80.91,5995902747566055552,237.99663235569,4.9881,-40.86599436782,2.8648,,,,,,,,,200,78.3577,9436.06,25.334,376.4,3,,,12,,false,203.014,3.53404,19.91855,20.1826,6.85887,22.076101,502.523,17.995005,2.575,4.081097,,,0,,,,,,,0.0191,0.368989,0.011654,19.91855,0.0191,203.014,0.944,4.9881,2.8648,0.1917,0.587202
2MASS J02501167-0151295,,J02501167-0151295,42.54875,-1.8583333333333334,,,M7,,,,,,12.89,,,,,,,2800,1.91,23.0,,,,,,42.54863988024,-1.85823428293,0.0020605,0.0014633,102.15,2497288672467622912,42.54900522993,0.1006,-1.85843755548,0.0764,19.6614,0.1074,183.0073,94.033,82.16,0.127,-45.736,0.093,200,-5.3151,485.59,0.617,13.69,95,1.0247,0.0255,13,0.741,false,3753.49,6.42375,16.75128,228.621,10.2731,19.440752,6139.17,15.27762,1.697,4.163132,,,0,,,105770425488950410,1237678889601990848,15677005,441002698,0.003323,0.048867,0.005008,16.725689,0.003299,3843.01,0.054,2.0378,1.4948,-0.1422,0.53305
2MASS J210501.30-053350.5,,J210501.30-053350.5,316.2554166666667,-5.564166666666667,,,M7,,,,,,16.32,15.65,15.28,,,,,,,,,,,,,316.25534163262,-5.56409233114,0.0209052,0.0139595,92.26,6911925611443666688,316.25536238347,0.9397,-5.56421787005,0.7154,5.4441,1.2761,4.2664,28.626,4.647,1.304,-28.246,0.851,201,4.1541,316.94,4.113,7.015,95,1.2486,0.2045,14,1.216,false,142.303,1.13378,20.304333,27.8207,7.47452,21.727621,187.508,19.065346,1.513,2.662275,,,0,,,101323162555283429,1237652601173508274,4289263,,0.009079,0.291715,0.065319,20.283906,0.008925,145.006,0.082,20.8962,13.973,-0.0326,0.379334
2MASS J14334194-5148037,,J14334194-5148037,218.42458333333335,-51.801111111111105,50.31,0.77,M7,,,19.7,,17.44,14.21,13.57,13.11,,,,,,,,,,2012.0,UNCON,,218.42480840097,-51.80102264646,0.0039431,0.0030973,84.17,5897954201608410240,218.42516597375,0.1527,-51.80116461575,0.1425,10.75,0.1902,56.5239,59.124,49.752,0.243,-31.943,0.196,217,-0.9893,321.37,0.753,4.036,95,1.0427,0.0484,16,0.951,false,927.923,2.28647,18.268587,48.0663,6.73488,21.13394,1518.58,16.794304,1.688,4.339636,,,0,,,,,324951166,,0.00384,0.152155,0.006624,18.242996,0.003797,950.054,0.021,3.9353,3.1072,0.0492,0.593696
2MASS J08143545-4020492,,J08143545-4020492,123.64791666666666,-40.346944444444446,51.43,2.4,M7,,,,,,14.36,13.65,13.19,,,,,,,,,,2012.0,UNCON,,123.64772685298,-40.34700093905,0.0033489,0.0026446,174.43,5539566015707732864,123.64795268051,0.1278,-40.34648620884,0.15,18.1979,0.168,108.3237,122.117,38.725,0.166,115.814,0.209,337,1.2361,431.03,0.704,2.542,95,1.1941,0.0405,26,1.047,false,606.05,1.19985,18.731096,33.6799,5.60782,21.520115,1047.68,17.197329,1.784,4.322786,,,0,,,,,,,0.003495,0.180801,0.008271,18.705505,0.003464,620.504,0.119,2.6521,3.3429,-0.046,0.559095
2MASS J08191824-3944563,,J08191824-3944563,124.82583333333334,-39.74888888888889,,,M7,,,21.07,,19.23,15.78,15.17,14.59,,,,,,,,,,2012.0,UNCON,,124.82599800363,-39.74898226923,0.0045068,0.0037377,22.06,5540061685000941440,124.8258162615,0.1785,-39.74873730643,0.2015,6.039,0.2224,27.1552,63.453,-31.44,0.238,55.117,0.271,373,0.9828,452.08,0.721,1.318,95,1.1881,0.0544,26,1.036,false,374.271,0.998496,19.2544,35.6712,4.451,21.457747,565.867,17.86611,1.607,3.591637,,,0,,,,,443169006,,0.003998,0.135505,0.012645,19.228809,0.003949,383.198,0.041,3.8555,4.4065,0.1299,0.566349
USco 128,,,239.7975,-23.633333333333333,145.0,,M7,,,,,,,,,,,,,2500,,,,,,,,239.79730690596,-23.63343238585,0.0042448,0.0026693,98.15,6237077943051415680,239.79724147184,0.2148,-23.63354640902,0.1403,7.332,0.2352,31.1739,28.985,-13.488,0.263,-25.655,0.175,332,1.2959,417.06,0.662,2.614,95,1.2255,0.0364,17,1.05,false,735.289,1.88355,18.521221,52.7399,7.88274,21.033194,1245.57,17.009476,1.766,4.023718,,,0,,,79642397972840155,,121486565,,0.003915,0.162303,0.008392,18.49563,0.003869,752.825,0.143,4.219,2.71,-0.1337,0.729875
2MASS J12405746-6549554,,J12405746-6549554,190.23958333333334,-65.83194444444445,53.51,7.78,M7,,,,,17.35,14.48,13.78,13.33,,,,,,,,,,2012.0,UNCON,,190.23940959085,-65.83207775762,0.0034319,0.0026588,26.7,5860207520762286720,190.23907401392,0.1352,-65.83169788114,0.1471,15.993,0.1829,87.4461,90.891,-30.913,0.175,85.472,0.203,384,0.5594,561.31,0.99,5.733,95,1.0772,0.0381,25,1.02,false,716.049,1.32856,18.55001,49.6114,5.30584,21.099588,1246.46,17.008701,1.81,4.090887,,,0,,,,,391073059,,0.003413,0.116151,0.005665,18.524419,0.003386,733.126,0.178,2.8319,3.2905,0.2028,0.543972
2MASS J12405746-6549554,,J12405746-6549554,190.23958333333334,-65.83194444444445,53.51,7.78,M7,,,,,17.35,14.48,13.78,13.33,,,,,,,,,,2012.0,UNCON,,190.23890301937,-65.83122220979,0.0028008,0.0016927,85.61,5860207520763719808,190.23890301937,2.7956,-65.83122220979,1.7013,,,,,,,,,68,2.9255,100.96,6.271,3.169,3,,,8,,false,78.8836,1.43001,20.9449,,,,,,,,,,0,,,,,,,0.019874,,,20.9449,0.019874,78.8836,,2.7956,1.7013,0.0799,2.786698
2MASS J08280671-3549063,,J08280671-3549063,127.02791666666667,-35.818333333333335,77.74,2.67,M7,,,,,18.14,15.16,14.48,14.03,,,,,,,,,,2012.0,UNCON,,127.02796249162,-35.81840313523,0.0045511,0.0039844,14.32,5542598228264486912,127.02775128248,0.1947,-35.81817442621,0.2186,13.309,0.2788,47.7387,64.288,-38.534,0.252,51.46,0.281,437,3.2301,620.34,1.437,4.625,95,1.1361,0.0615,26,1.111,false,320.882,0.873797,19.421503,27.2474,5.36151,21.75023,555.857,17.885489,1.817,3.864742,,,0,,,,,40964180,,0.004041,0.21366,0.01363,19.395912,0.003991,328.535,0.215,4.0213,4.5185,0.0638,0.284674
